Ligand,Binding Affinity,rmsd/ub, rmsd/lb
802_uff_e=244.64_out,-5.0,2.357,1.66
802_uff_e=244.64_out,-5.0,15.549,14.052
896_uff_e=272.17_out,-5.3,0.0,0.0
896_uff_e=272.17_out,-5.3,20.651,19.411
896_uff_e=272.17_out,-5.3,2.789,2.064
896_uff_e=272.17_out,-5.2,20.115,19.286
896_uff_e=272.17_out,-5.1,23.363,21.6
896_uff_e=272.17_out,-5.1,23.78,22.122
896_uff_e=272.17_out,-5.0,23.324,20.976
896_uff_e=272.17_out,-5.0,23.044,21.6
896_uff_e=272.17_out,-4.9,23.758,22.588
936_uff_e=73.71_out,-4.6,0.0,0.0
936_uff_e=73.71_out,-4.5,13.76,12.879
936_uff_e=73.71_out,-4.5,18.899,18.712
936_uff_e=73.71_out,-4.3,13.474,12.808
936_uff_e=73.71_out,-4.3,19.07,18.909
936_uff_e=73.71_out,-4.2,13.209,13.018
936_uff_e=73.71_out,-4.1,1.958,1.237
936_uff_e=73.71_out,-4.1,13.6,12.745
936_uff_e=73.71_out,-4.1,11.798,10.795
938_uff_e=58.97_out,-4.9,0.0,0.0
938_uff_e=58.97_out,-4.6,3.613,2.677
938_uff_e=58.97_out,-4.4,11.524,10.594
938_uff_e=58.97_out,-4.4,12.494,11.641
938_uff_e=58.97_out,-4.2,12.272,11.515
938_uff_e=58.97_out,-4.2,3.435,2.486
938_uff_e=58.97_out,-4.2,18.97,18.727
938_uff_e=58.97_out,-4.0,19.203,18.76
938_uff_e=58.97_out,-4.0,22.11,21.416
985_uff_e=59.56_out,-4.2,0.0,0.0
985_uff_e=59.56_out,-4.1,23.421,21.832
985_uff_e=59.56_out,-4.1,23.542,22.08
985_uff_e=59.56_out,-4.1,5.001,2.259
985_uff_e=59.56_out,-4.0,2.811,1.574
985_uff_e=59.56_out,-4.0,3.922,1.445
985_uff_e=59.56_out,-4.0,23.364,21.827
985_uff_e=59.56_out,-3.9,2.276,1.325
985_uff_e=59.56_out,-3.9,24.651,23.268
1018_uff_e=55.44_out,-4.8,0.0,0.0
1018_uff_e=55.44_out,-4.7,3.896,2.776
1018_uff_e=55.44_out,-4.5,1.62,0.964
1018_uff_e=55.44_out,-4.4,12.252,11.536
1018_uff_e=55.44_out,-4.3,18.891,18.036
1018_uff_e=55.44_out,-4.3,11.371,10.649
1018_uff_e=55.44_out,-4.2,19.287,18.806
1018_uff_e=55.44_out,-4.1,18.885,18.547
1018_uff_e=55.44_out,-4.1,12.058,11.348
1057_uff_e=62.88_out,-4.5,0.0,0.0
1057_uff_e=62.88_out,-4.5,2.774,0.01
1057_uff_e=62.88_out,-4.3,18.709,17.899
1057_uff_e=62.88_out,-4.3,18.838,17.899
1057_uff_e=62.88_out,-4.3,1.93,1.168
1057_uff_e=62.88_out,-4.3,13.509,13.11
1057_uff_e=62.88_out,-4.3,13.589,13.107
1057_uff_e=62.88_out,-4.3,10.982,9.954
1057_uff_e=62.88_out,-4.3,11.605,10.608
1136_uff_e=202.30_out,-4.2,0.0,0.0
1136_uff_e=202.30_out,-4.0,10.776,9.723
1136_uff_e=202.30_out,-3.9,3.1,2.14
1136_uff_e=202.30_out,-3.9,2.157,1.267
1136_uff_e=202.30_out,-3.9,4.605,3.28
1136_uff_e=202.30_out,-3.8,2.457,1.825
1136_uff_e=202.30_out,-3.8,3.325,2.538
1136_uff_e=202.30_out,-3.8,10.518,9.718
1136_uff_e=202.30_out,-3.8,3.492,2.791
1137_uff_e=541.47_out,-4.7,0.0,0.0
1137_uff_e=541.47_out,-4.4,10.192,9.304
1137_uff_e=541.47_out,-4.4,2.404,1.403
1137_uff_e=541.47_out,-4.4,22.051,21.35
1137_uff_e=541.47_out,-4.3,5.681,4.735
1137_uff_e=541.47_out,-4.3,2.261,1.596
1137_uff_e=541.47_out,-4.2,16.105,15.572
1137_uff_e=541.47_out,-4.2,4.459,3.575
1137_uff_e=541.47_out,-4.2,22.174,21.237
1150_uff_e=251.94_out,-5.3,0.0,0.0
1150_uff_e=251.94_out,-5.0,2.255,1.903
1150_uff_e=251.94_out,-4.9,2.642,1.798
1150_uff_e=251.94_out,-4.6,4.455,1.861
1150_uff_e=251.94_out,-4.6,5.531,1.755
1150_uff_e=251.94_out,-4.6,22.489,21.01
1150_uff_e=251.94_out,-4.6,14.106,12.74
1150_uff_e=251.94_out,-4.6,12.531,11.4
1150_uff_e=251.94_out,-4.6,19.883,18.845
1188_uff_e=226.96_out,-5.0,0.0,0.0
1188_uff_e=226.96_out,-5.0,3.039,2.277
1188_uff_e=226.96_out,-5.0,3.327,1.661
1188_uff_e=226.96_out,-4.9,3.148,1.757
1188_uff_e=226.96_out,-4.9,3.535,2.398
1188_uff_e=226.96_out,-4.9,3.408,2.236
1188_uff_e=226.96_out,-4.8,4.195,2.308
1188_uff_e=226.96_out,-4.8,3.016,1.938
1188_uff_e=226.96_out,-4.7,13.833,13.525
1256_uff_e=114.10_out,-5.6,0.0,0.0
1256_uff_e=114.10_out,-5.3,4.311,2.662
1256_uff_e=114.10_out,-5.2,5.342,3.297
1256_uff_e=114.10_out,-5.1,4.347,2.728
1256_uff_e=114.10_out,-5.1,2.107,1.611
1256_uff_e=114.10_out,-5.1,21.93,20.683
1256_uff_e=114.10_out,-5.0,21.132,20.686
1256_uff_e=114.10_out,-5.0,5.764,4.018
1256_uff_e=114.10_out,-5.0,22.027,20.782
1832_uff_e=307.95_out,-5.2,0.0,0.0
1832_uff_e=307.95_out,-5.1,20.242,19.143
1832_uff_e=307.95_out,-4.8,3.262,2.158
1832_uff_e=307.95_out,-4.8,4.75,2.557
1832_uff_e=307.95_out,-4.8,23.599,22.365
1832_uff_e=307.95_out,-4.7,4.593,2.099
1832_uff_e=307.95_out,-4.7,22.581,20.803
1832_uff_e=307.95_out,-4.7,10.047,7.001
1832_uff_e=307.95_out,-4.6,11.547,9.236
1890_uff_e=204.69_out,-7.0,0.0,0.0
1890_uff_e=204.69_out,-6.6,5.168,3.846
1890_uff_e=204.69_out,-6.6,6.327,3.778
1890_uff_e=204.69_out,-6.4,24.437,23.05
1890_uff_e=204.69_out,-6.4,5.205,4.009
1890_uff_e=204.69_out,-6.3,23.412,22.286
1890_uff_e=204.69_out,-6.2,23.379,22.43
1890_uff_e=204.69_out,-6.2,23.548,21.73
1890_uff_e=204.69_out,-6.1,2.606,1.843
2153_uff_e=262.55_out,-5.3,0.0,0.0
2153_uff_e=262.55_out,-5.1,3.332,1.307
2153_uff_e=262.55_out,-4.8,3.421,2.122
2153_uff_e=262.55_out,-4.7,3.16,1.512
2153_uff_e=262.55_out,-4.6,2.983,1.721
2153_uff_e=262.55_out,-4.6,3.152,1.201
2153_uff_e=262.55_out,-4.6,2.949,1.306
2153_uff_e=262.55_out,-4.6,13.005,12.478
2153_uff_e=262.55_out,-4.6,3.309,1.935
2181_uff_e=107.04_out,-5.2,0.0,0.0
2181_uff_e=107.04_out,-5.0,2.229,1.5
2181_uff_e=107.04_out,-5.0,5.023,0.949
2181_uff_e=107.04_out,-4.9,5.107,1.769
2181_uff_e=107.04_out,-4.8,2.004,1.547
2181_uff_e=107.04_out,-4.8,23.647,22.502
2181_uff_e=107.04_out,-4.8,3.81,2.547
2181_uff_e=107.04_out,-4.7,4.897,1.099
2181_uff_e=107.04_out,-4.7,4.854,2.574
2230_uff_e=126.48_out,-4.4,0.0,0.0
2230_uff_e=126.48_out,-4.3,2.449,1.948
2230_uff_e=126.48_out,-4.0,11.465,10.974
2230_uff_e=126.48_out,-4.0,4.275,2.846
2230_uff_e=126.48_out,-4.0,11.2,10.566
2230_uff_e=126.48_out,-4.0,10.821,10.215
2230_uff_e=126.48_out,-4.0,3.913,2.758
2230_uff_e=126.48_out,-4.0,2.356,1.565
2230_uff_e=126.48_out,-3.9,11.359,10.666
2236_uff_e=741.61_out,-6.8,0.0,0.0
2236_uff_e=741.61_out,-6.6,23.501,22.322
2236_uff_e=741.61_out,-6.4,13.293,10.327
2236_uff_e=741.61_out,-6.2,20.021,18.127
2236_uff_e=741.61_out,-6.1,13.263,11.33
2236_uff_e=741.61_out,-6.1,23.345,22.361
2236_uff_e=741.61_out,-6.0,6.382,2.109
2236_uff_e=741.61_out,-6.0,24.867,23.524
2236_uff_e=741.61_out,-5.9,23.499,22.44
2353_uff_e=535.63_out,-7.3,0.0,0.0
2353_uff_e=535.63_out,-7.3,7.893,1.388
2353_uff_e=535.63_out,-7.0,19.823,17.126
2353_uff_e=535.63_out,-6.5,3.671,1.823
2353_uff_e=535.63_out,-6.5,8.678,3.074
2353_uff_e=535.63_out,-6.3,21.799,18.461
2353_uff_e=535.63_out,-6.3,23.529,22.091
2353_uff_e=535.63_out,-6.3,28.336,27.405
2353_uff_e=535.63_out,-6.3,24.949,23.118
2355_uff_e=340.72_out,-6.6,0.0,0.0
2355_uff_e=340.72_out,-5.7,5.094,1.555
2355_uff_e=340.72_out,-5.7,20.105,18.993
2355_uff_e=340.72_out,-5.7,22.333,21.152
2355_uff_e=340.72_out,-5.5,23.669,22.271
2355_uff_e=340.72_out,-5.3,4.47,1.893
2355_uff_e=340.72_out,-5.3,24.144,22.169
2355_uff_e=340.72_out,-5.2,4.622,1.826
2355_uff_e=340.72_out,-5.2,3.848,1.677
2519_uff_e=273.34_out,-5.2,0.0,0.0
2519_uff_e=273.34_out,-5.1,10.926,9.49
2519_uff_e=273.34_out,-4.6,12.176,10.268
2519_uff_e=273.34_out,-4.6,13.302,11.809
2519_uff_e=273.34_out,-4.6,18.899,17.161
2519_uff_e=273.34_out,-4.6,20.269,18.136
2519_uff_e=273.34_out,-4.6,13.398,11.589
2519_uff_e=273.34_out,-4.5,19.078,17.855
2519_uff_e=273.34_out,-4.5,18.467,17.287
2537_uff_e=393.94_out,-4.5,0.0,0.0
2537_uff_e=393.94_out,-4.5,11.455,10.038
2537_uff_e=393.94_out,-4.5,2.904,1.375
2537_uff_e=393.94_out,-4.4,2.249,1.222
2537_uff_e=393.94_out,-4.4,12.045,10.742
2537_uff_e=393.94_out,-4.4,2.989,1.788
2537_uff_e=393.94_out,-4.3,11.525,10.158
2537_uff_e=393.94_out,-4.3,2.527,1.311
2537_uff_e=393.94_out,-4.3,21.019,19.751
2543_uff_e=273.71_out,-7.0,0.0,0.0
2543_uff_e=273.71_out,-6.8,25.56,22.219
2543_uff_e=273.71_out,-6.8,25.569,22.213
2543_uff_e=273.71_out,-6.5,24.26,21.874
2543_uff_e=273.71_out,-6.5,3.344,1.119
2543_uff_e=273.71_out,-6.4,20.445,16.004
2543_uff_e=273.71_out,-6.4,20.739,15.852
2543_uff_e=273.71_out,-6.4,6.825,4.173
2543_uff_e=273.71_out,-6.4,5.562,3.34
2703_uff_e=638.49_out,-6.7,0.0,0.0
2703_uff_e=638.49_out,-6.6,14.456,13.005
2703_uff_e=638.49_out,-6.6,7.629,1.125
2703_uff_e=638.49_out,-6.4,12.83,10.565
2703_uff_e=638.49_out,-6.4,13.328,10.943
2703_uff_e=638.49_out,-6.4,12.129,11.55
2703_uff_e=638.49_out,-6.2,26.823,24.911
2703_uff_e=638.49_out,-6.2,30.493,27.801
2703_uff_e=638.49_out,-6.2,14.286,12.292
2758_uff_e=345.66_out,-4.7,0.0,0.0
2758_uff_e=345.66_out,-4.6,2.963,1.352
2758_uff_e=345.66_out,-4.5,10.959,9.74
2758_uff_e=345.66_out,-4.5,3.402,1.099
2758_uff_e=345.66_out,-4.4,11.489,10.312
2758_uff_e=345.66_out,-4.4,22.754,21.304
2758_uff_e=345.66_out,-4.4,3.103,1.389
2758_uff_e=345.66_out,-4.4,2.856,1.151
2758_uff_e=345.66_out,-4.4,2.081,1.353
2832_uff_e=755.50_out,-6.0,0.0,0.0
2832_uff_e=755.50_out,-5.9,6.799,1.942
2832_uff_e=755.50_out,-5.6,25.18,23.489
2832_uff_e=755.50_out,-5.5,23.332,20.999
2832_uff_e=755.50_out,-5.3,2.571,1.763
2832_uff_e=755.50_out,-5.3,27.553,25.385
2832_uff_e=755.50_out,-5.3,25.469,23.719
2832_uff_e=755.50_out,-5.3,28.179,25.567
2832_uff_e=755.50_out,-5.3,21.217,18.342
2950_uff_e=182.14_out,-7.2,0.0,0.0
2950_uff_e=182.14_out,-7.1,4.759,0.105
2950_uff_e=182.14_out,-6.4,3.158,1.058
2950_uff_e=182.14_out,-6.3,21.111,19.488
2950_uff_e=182.14_out,-6.2,20.597,19.506
2950_uff_e=182.14_out,-6.1,4.8,1.507
2950_uff_e=182.14_out,-6.1,4.43,2.52
2950_uff_e=182.14_out,-6.0,4.536,2.106
2950_uff_e=182.14_out,-6.0,5.686,1.138
2969_uff_e=38.52_out,-4.4,0.0,0.0
2969_uff_e=38.52_out,-4.4,20.528,19.118
2969_uff_e=38.52_out,-4.4,16.064,13.473
2969_uff_e=38.52_out,-4.2,21.561,19.734
2969_uff_e=38.52_out,-4.2,17.684,16.638
2969_uff_e=38.52_out,-4.1,22.164,21.133
2969_uff_e=38.52_out,-4.1,6.101,4.173
2969_uff_e=38.52_out,-4.1,21.655,19.992
2969_uff_e=38.52_out,-4.1,21.666,19.635
3213_uff_e=383.43_out,-6.5,0.0,0.0
3213_uff_e=383.43_out,-6.5,9.417,8.283
3213_uff_e=383.43_out,-6.5,10.642,9.546
3213_uff_e=383.43_out,-6.5,11.543,8.725
3213_uff_e=383.43_out,-6.5,10.025,7.672
3213_uff_e=383.43_out,-6.5,23.353,20.71
3213_uff_e=383.43_out,-6.4,9.504,8.149
3213_uff_e=383.43_out,-6.3,5.343,1.712
3213_uff_e=383.43_out,-6.3,22.844,20.149
3220_uff_e=214.07_out,-6.9,0.0,0.0
3220_uff_e=214.07_out,-6.8,6.373,1.6
3220_uff_e=214.07_out,-6.8,5.518,1.289
3220_uff_e=214.07_out,-6.6,6.232,2.508
3220_uff_e=214.07_out,-6.5,3.285,1.078
3220_uff_e=214.07_out,-6.4,1.728,1.429
3220_uff_e=214.07_out,-6.3,14.628,12.696
3220_uff_e=214.07_out,-6.2,13.317,10.886
3220_uff_e=214.07_out,-6.1,5.383,2.541
3314_uff_e=170.50_out,-5.0,0.0,0.0
3314_uff_e=170.50_out,-4.9,4.78,3.282
3314_uff_e=170.50_out,-4.9,21.806,20.999
3314_uff_e=170.50_out,-4.8,5.079,3.22
3314_uff_e=170.50_out,-4.8,4.943,3.175
3314_uff_e=170.50_out,-4.8,2.576,1.152
3314_uff_e=170.50_out,-4.5,4.327,2.298
3314_uff_e=170.50_out,-4.5,22.59,21.858
3314_uff_e=170.50_out,-4.5,22.442,21.478
3442_uff_e=92.60_out,-5.3,0.0,0.0
3442_uff_e=92.60_out,-4.9,22.659,21.908
3442_uff_e=92.60_out,-4.8,14.705,13.667
3442_uff_e=92.60_out,-4.8,5.443,3.901
3442_uff_e=92.60_out,-4.7,2.267,1.238
3442_uff_e=92.60_out,-4.7,23.319,22.558
3442_uff_e=92.60_out,-4.7,21.33,20.6
3442_uff_e=92.60_out,-4.7,21.969,21.039
3442_uff_e=92.60_out,-4.7,23.425,22.381
3503_uff_e=895.61_out,-7.3,0.0,0.0
3503_uff_e=895.61_out,-7.2,25.191,21.821
3503_uff_e=895.61_out,-7.1,24.186,21.837
3503_uff_e=895.61_out,-7.1,8.929,1.796
3503_uff_e=895.61_out,-7.0,25.486,21.975
3503_uff_e=895.61_out,-7.0,24.024,22.029
3503_uff_e=895.61_out,-6.6,27.3,24.405
3503_uff_e=895.61_out,-6.6,10.355,6.41
3503_uff_e=895.61_out,-6.6,12.721,6.46
3515_uff_e=293.98_out,-6.7,0.0,0.0
3515_uff_e=293.98_out,-6.4,3.247,0.937
3515_uff_e=293.98_out,-6.3,3.899,1.362
3515_uff_e=293.98_out,-6.3,4.027,1.4
3515_uff_e=293.98_out,-6.1,5.158,1.755
3515_uff_e=293.98_out,-5.9,5.062,2.234
3515_uff_e=293.98_out,-5.9,5.379,1.545
3515_uff_e=293.98_out,-5.9,23.995,21.127
3515_uff_e=293.98_out,-5.9,23.128,21.39
3532_uff_e=98.94_out,-4.7,0.0,0.0
3532_uff_e=98.94_out,-4.5,11.296,10.547
3532_uff_e=98.94_out,-4.2,11.985,11.005
3532_uff_e=98.94_out,-4.2,3.529,2.547
3532_uff_e=98.94_out,-4.1,12.312,11.488
3532_uff_e=98.94_out,-4.1,19.161,18.703
3532_uff_e=98.94_out,-4.1,3.26,2.462
3532_uff_e=98.94_out,-4.1,12.079,10.91
3532_uff_e=98.94_out,-4.1,12.171,11.456
3564_uff_e=338.24_out,-5.8,0.0,0.0
3564_uff_e=338.24_out,-5.5,24.084,22.629
3564_uff_e=338.24_out,-5.5,24.352,22.574
3564_uff_e=338.24_out,-5.4,24.226,22.319
3564_uff_e=338.24_out,-5.4,16.746,14.392
3564_uff_e=338.24_out,-5.4,5.3,2.973
3564_uff_e=338.24_out,-5.4,2.442,1.279
3564_uff_e=338.24_out,-5.4,10.017,8.679
3564_uff_e=338.24_out,-5.3,13.973,12.356
3611_uff_e=178.61_out,-5.3,0.0,0.0
3611_uff_e=178.61_out,-5.3,22.814,21.816
3611_uff_e=178.61_out,-5.2,4.596,2.942
3611_uff_e=178.61_out,-5.2,4.396,2.986
3611_uff_e=178.61_out,-5.0,4.696,3.123
3611_uff_e=178.61_out,-5.0,5.054,3.409
3611_uff_e=178.61_out,-4.9,13.286,12.125
3611_uff_e=178.61_out,-4.9,21.062,19.835
3611_uff_e=178.61_out,-4.8,4.989,2.971
3663_uff_e=951.34_out,-8.5,0.0,0.0
3663_uff_e=951.34_out,-8.5,5.732,0.144
3663_uff_e=951.34_out,-8.4,5.762,1.494
3663_uff_e=951.34_out,-8.4,5.947,1.716
3663_uff_e=951.34_out,-8.4,4.011,1.653
3663_uff_e=951.34_out,-8.4,6.624,1.495
3663_uff_e=951.34_out,-7.8,26.714,22.058
3663_uff_e=951.34_out,-7.8,23.53,21.402
3663_uff_e=951.34_out,-7.8,25.745,20.975
3764_uff_e=335.99_out,-6.8,0.0,0.0
3764_uff_e=335.99_out,-6.7,2.391,1.387
3764_uff_e=335.99_out,-6.7,7.132,4.888
3764_uff_e=335.99_out,-6.4,24.323,23.264
3764_uff_e=335.99_out,-6.3,23.519,22.426
3764_uff_e=335.99_out,-6.2,7.241,4.966
3764_uff_e=335.99_out,-6.2,26.978,22.793
3764_uff_e=335.99_out,-6.2,23.762,22.394
3764_uff_e=335.99_out,-6.2,24.533,22.988
3806_uff_e=93.00_out,-6.1,0.0,0.0
3806_uff_e=93.00_out,-5.7,3.215,0.915
3806_uff_e=93.00_out,-5.4,1.281,0.935
3806_uff_e=93.00_out,-5.4,19.406,18.785
3806_uff_e=93.00_out,-5.4,3.27,0.737
3806_uff_e=93.00_out,-5.3,19.987,19.06
3806_uff_e=93.00_out,-5.3,3.107,1.7
3806_uff_e=93.00_out,-5.3,19.778,18.928
3806_uff_e=93.00_out,-5.2,12.892,11.852
3828_uff_e=402.42_out,-5.8,0.0,0.0
3828_uff_e=402.42_out,-5.6,12.449,11.204
3828_uff_e=402.42_out,-5.3,20.372,17.771
3828_uff_e=402.42_out,-5.3,11.193,10.254
3828_uff_e=402.42_out,-5.2,24.556,22.041
3828_uff_e=402.42_out,-5.2,19.396,16.175
3828_uff_e=402.42_out,-5.2,19.099,16.811
3828_uff_e=402.42_out,-5.2,19.645,17.343
3828_uff_e=402.42_out,-5.1,13.392,10.027
3884_uff_e=168.41_out,-6.6,0.0,0.0
3884_uff_e=168.41_out,-6.1,3.421,1.727
3884_uff_e=168.41_out,-6.1,2.735,1.098
3884_uff_e=168.41_out,-6.0,22.549,20.325
3884_uff_e=168.41_out,-5.8,2.372,1.487
3884_uff_e=168.41_out,-5.8,23.247,22.075
3884_uff_e=168.41_out,-5.7,23.165,21.473
3884_uff_e=168.41_out,-5.6,4.758,3.294
3884_uff_e=168.41_out,-5.6,24.493,22.981
3893_uff_e=44.09_out,-4.2,0.0,0.0
3893_uff_e=44.09_out,-4.1,22.293,20.374
3893_uff_e=44.09_out,-4.0,22.073,20.377
3893_uff_e=44.09_out,-4.0,23.546,22.08
3893_uff_e=44.09_out,-4.0,3.444,1.799
3893_uff_e=44.09_out,-4.0,5.216,2.706
3893_uff_e=44.09_out,-3.9,6.248,4.69
3893_uff_e=44.09_out,-3.9,5.571,3.478
3893_uff_e=44.09_out,-3.9,21.534,18.629
4076_uff_e=251.14_out,-4.3,0.0,0.0
4076_uff_e=251.14_out,-4.3,23.615,22.278
4076_uff_e=251.14_out,-4.3,3.204,2.349
4076_uff_e=251.14_out,-4.3,12.109,10.795
4076_uff_e=251.14_out,-4.2,11.809,10.767
4076_uff_e=251.14_out,-4.2,3.332,2.456
4076_uff_e=251.14_out,-4.2,3.285,0.823
4076_uff_e=251.14_out,-4.2,11.942,11.169
4076_uff_e=251.14_out,-4.2,20.025,19.409
4114_uff_e=300.89_out,-5.9,0.0,0.0
4114_uff_e=300.89_out,-5.7,3.351,1.855
4114_uff_e=300.89_out,-5.7,4.363,1.928
4114_uff_e=300.89_out,-5.6,20.118,19.612
4114_uff_e=300.89_out,-5.5,10.608,10.184
4114_uff_e=300.89_out,-5.5,23.123,22.307
4114_uff_e=300.89_out,-5.5,24.53,22.471
4114_uff_e=300.89_out,-5.4,23.508,22.2
4114_uff_e=300.89_out,-5.3,11.663,9.76
4276_uff_e=284.96_out,-5.1,0.0,0.0
4276_uff_e=284.96_out,-5.0,22.618,21.304
4276_uff_e=284.96_out,-4.9,23.75,22.421
4276_uff_e=284.96_out,-4.8,21.868,20.363
4276_uff_e=284.96_out,-4.8,18.866,17.197
4276_uff_e=284.96_out,-4.7,16.338,14.158
4276_uff_e=284.96_out,-4.7,23.152,21.509
4276_uff_e=284.96_out,-4.7,23.609,22.334
4276_uff_e=284.96_out,-4.7,23.275,22.128
4501_uff_e=629.53_out,-6.9,0.0,0.0
4501_uff_e=629.53_out,-6.8,5.001,2.722
4501_uff_e=629.53_out,-6.7,20.204,17.294
4501_uff_e=629.53_out,-6.7,20.506,18.019
4501_uff_e=629.53_out,-6.6,12.5,10.092
4501_uff_e=629.53_out,-6.5,21.97,19.778
4501_uff_e=629.53_out,-6.5,21.714,18.331
4501_uff_e=629.53_out,-6.5,8.621,2.642
4501_uff_e=629.53_out,-6.4,12.287,9.735
4534_uff_e=237.32_out,-6.3,0.0,0.0
4534_uff_e=237.32_out,-6.3,25.179,22.89
4534_uff_e=237.32_out,-6.3,25.071,22.916
4534_uff_e=237.32_out,-6.2,6.514,2.205
4534_uff_e=237.32_out,-6.2,25.829,23.591
4534_uff_e=237.32_out,-6.2,25.899,23.595
4534_uff_e=237.32_out,-6.1,5.128,1.41
4534_uff_e=237.32_out,-5.9,23.162,20.143
